,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
Iso_3_2074,181,420,482,257,256,357,242,367,294,286
Iso_3_2075,57,109,75,74,72,57,78,81,63,61
Iso_3_2076,39,45,60,15,52,52,25,30,23,64
Iso_3_2077,35,47,51,37,31,38,26,34,42,25
Iso_3_2078,78,77,59,71,53,63,114,96,104,88
Iso_3_2079,551,568,534,412,923,324,453,606,580,486
Iso_3_2080,1144,1932,2332,1310,2359,2339,1979,2327,1554,1531
Iso_3_2081,13,3,8,12,7,2,10,5,8,4
Iso_3_2082,57,114,66,67,28,43,1,28,49,6
Iso_3_2083,691,586,346,614,367,519,565,694,518,482
Iso_3_2084,101,119,84,132,17,77,124,97,66,122
Iso_3_2085,9,11,3,9,2,10,7,5,6,18
Iso_3_2086,1,2,2,3,0,6,1,4,9,0
Iso_3_2087,116,182,78,56,137,95,90,110,184,122
Iso_3_2088,22,58,78,104,117,49,94,30,39,29
Iso_3_2089,208,226,225,236,218,224,273,275,347,132
Iso_3_2090,60,51,44,15,66,11,35,42,118,40
Iso_3_2091,225,44,225,47,434,27,46,30,105,32
Iso_3_2092,37,87,65,83,40,38,24,30,50,73
Iso_3_2093,204,99,241,193,170,173,211,129,211,163
Iso_3_2094,48,6,54,51,97,99,88,9,44,75
Iso_3_2095,219,129,185,156,291,193,314,239,289,171
Iso_3_2096,0,3,4,10,5,2,3,9,3,0
Iso_3_2097,17,20,22,23,19,13,11,19,19,31
Iso_3_2098,12,8,1,27,24,6,12,4,17,21
Iso_3_2099,159,142,28,43,142,177,178,46,67,235
Iso_3_2100,481,59,254,10,112,65,233,101,108,373
Iso_3_2101,404,352,86,276,406,318,89,255,48,94
Iso_3_2102,297,226,275,154,366,297,272,223,270,285
Iso_3_2103,11,8,12,8,1,7,5,4,7,11
Iso_3_2104,24,35,21,25,25,30,23,29,19,38
Iso_3_2105,280,216,337,250,237,314,280,184,297,154
Iso_3_2106,53,81,72,62,45,38,25,49,47,51
Iso_3_2107,389,58,267,234,252,106,182,81,309,161
Iso_3_2108,138,128,96,163,125,138,175,175,143,235
Iso_3_2109,305,199,324,165,170,187,325,362,353,316
Iso_3_2110,118,70,67,129,125,39,73,90,83,72
Iso_3_2111,124,104,254,59,76,85,86,60,136,68
Iso_3_2112,59,86,71,45,70,109,79,105,59,67
Iso_3_2113,613,506,758,804,575,577,310,107,256,179
Iso_3_2114,6,43,59,22,22,12,43,31,15,32
Iso_3_2115,0,4,1,22,17,8,6,41,8,1
Iso_3_2116,65,100,115,101,78,61,74,58,60,104
Iso_3_2117,35,99,42,62,44,46,31,86,140,24
Iso_3_2118,10,1,16,11,8,17,10,17,12,2
Iso_3_2119,249,215,190,200,245,237,228,283,137,140
Iso_3_2120,49,90,16,12,16,9,22,197,21,40
Iso_3_2121,1,1,3,0,4,0,1,3,6,4
Iso_3_2122,89,47,86,100,111,92,17,41,134,152
Iso_3_2123,67,155,88,145,83,104,212,150,173,173
Iso_3_2124,17,34,9,68,38,3,135,1,39,15
Iso_3_2125,1604,1522,1699,1334,2137,1479,1946,1898,1712,2141
Iso_3_2126,3,1,3,0,2,1,0,2,4,2
Iso_3_2127,57,79,81,47,122,65,58,56,73,66
Iso_3_2128,9,6,23,3,4,6,6,4,7,18
Iso_3_2129,30,429,142,184,118,180,107,102,132,278
Iso_3_2130,266,343,235,244,180,201,337,258,352,266
Iso_3_2131,2,0,2,13,3,3,4,3,4,3
Iso_3_2132,34,62,66,35,76,34,88,41,73,20
Iso_3_2133,207,330,168,152,576,410,416,121,404,277
Iso_3_2134,318,386,166,461,356,186,313,334,314,382
Iso_3_2135,412,538,612,629,441,492,748,649,640,738
Iso_3_2136,67,37,64,133,81,116,46,137,72,96
Iso_3_2137,85,78,72,78,90,70,77,77,80,88
Iso_3_2138,210,366,359,539,738,366,350,191,794,378
Iso_3_2139,325,304,245,249,238,138,222,200,311,380
Iso_3_2140,391,540,212,383,329,255,58,470,518,1053
Iso_3_2141,96,47,115,75,67,62,81,101,108,102
Iso_3_2142,18,12,44,16,5,34,3,5,17,20
Iso_3_2143,128,54,76,71,60,88,30,38,155,19
Iso_3_2144,32,38,21,45,37,26,44,10,50,19
Iso_3_2145,97,193,143,84,116,101,124,210,167,226
Iso_3_2146,279,205,93,86,158,27,96,81,78,222
Iso_3_2147,47,84,44,40,80,62,62,43,52,47
Iso_3_2148,1343,1323,1463,1138,1314,1126,1311,1145,800,1693
Iso_3_2149,165,100,157,217,123,115,163,233,129,187
Iso_3_2150,25,27,22,19,22,14,18,25,30,28
Iso_3_2151,46,30,16,43,32,125,74,27,13,32
Iso_3_2152,101,119,329,327,105,153,183,58,111,343
Iso_3_2153,3,6,1,4,5,2,0,0,2,2
Iso_3_2154,17,21,40,16,27,13,15,21,17,32
Iso_3_2155,391,378,407,419,325,491,327,309,295,396
Iso_3_2156,67,51,70,91,39,64,99,57,34,77
Iso_3_2157,17,10,9,49,14,2,9,32,29,15
Iso_3_2158,411,259,442,531,485,439,463,486,500,392
Iso_3_2159,62,51,65,67,103,98,93,155,156,121
Iso_3_2160,41,33,28,30,37,54,40,43,34,67
Iso_3_2161,894,789,651,694,840,663,488,609,924,695
Iso_3_2162,426,608,449,506,602,575,506,562,649,483
Iso_3_2163,360,204,90,217,71,282,96,338,117,528
Iso_3_2164,404,584,359,679,292,402,429,358,192,258
Iso_3_2165,19,9,33,3,15,27,10,9,25,25
Iso_3_2166,3692,3292,2292,1649,2549,13044,2601,5721,1281,4000
Iso_3_2167,6,38,22,11,60,2,40,3,33,11
Iso_3_2168,1534,1277,1000,1834,1269,1257,763,1243,1691,1074
Iso_3_2169,1360,1109,1130,1289,1790,1434,1231,1091,1192,1001
Iso_3_2170,57,31,47,87,69,49,57,35,45,78
Iso_3_2171,352,295,370,443,395,190,467,485,255,252
Iso_3_2172,23,19,23,1,20,26,15,17,30,15
Iso_3_2173,79,73,33,68,47,73,71,34,48,66
Iso_3_2174,421,374,416,377,382,186,224,373,370,323
Iso_3_2175,61,90,44,67,39,40,67,112,69,58
Iso_3_2176,10,16,20,49,16,22,9,4,22,9
Iso_3_2177,40,19,36,18,10,40,50,28,29,19
Iso_3_2178,1706,2014,2283,1541,1977,2872,1824,2320,2285,2258
Iso_3_2179,20,18,30,20,30,31,18,19,12,23
Iso_3_2180,12,16,2,29,26,8,18,5,53,42
Iso_3_2181,709,934,670,1046,1103,488,924,1136,639,1011
Iso_3_2182,293,344,76,233,135,423,66,155,209,263
Iso_3_2183,562,256,373,356,386,280,133,130,63,493
Iso_3_2184,36,15,40,5,15,22,22,9,25,18
Iso_3_2185,0,1,1,2,1,10,3,6,1,6
Iso_3_2186,125,128,189,195,154,219,143,227,190,152
Iso_3_2187,558,368,463,568,500,516,811,916,699,679
Iso_3_2188,110,50,46,77,90,75,55,60,30,6
Iso_3_2189,148,171,216,227,215,194,189,158,231,148
Iso_3_2190,2016,1877,1225,1299,1839,1791,1968,2537,2518,1271
Iso_3_2191,315,432,668,822,1064,937,517,844,721,510
Iso_3_2192,61,90,42,45,61,54,91,122,48,73
Iso_3_2193,77,34,32,18,49,41,27,17,20,49
Iso_3_2194,40,107,113,84,81,62,283,72,77,241
Iso_3_2195,934,637,457,903,853,996,364,996,784,1052
Iso_3_2196,506,479,277,288,449,487,503,338,236,291
Iso_3_2197,214,200,202,129,127,205,93,119,206,153
Iso_3_2198,195,299,301,203,88,200,205,286,273,229
Iso_3_2199,6,11,13,7,2,3,5,4,3,0
Iso_3_2200,267,254,311,249,312,355,361,297,268,339
Iso_3_2201,95,44,23,52,116,40,118,52,70,55
Iso_3_2202,36,19,32,48,37,52,30,28,42,36
Iso_3_2203,235,193,346,463,265,161,295,265,273,181
Iso_3_2204,25,13,15,30,25,41,13,17,0,43
Iso_3_2205,0,0,0,1,1,2,0,0,1,0
Iso_3_2206,3832,4146,7523,2749,2252,7409,4055,7137,5621,3700
Iso_3_2207,988,1113,1175,900,1468,844,792,1628,963,926
Iso_3_2208,1136,1117,789,891,807,712,901,667,769,670
Iso_3_2209,146,173,236,201,171,130,119,147,153,103
Iso_3_2210,88,114,134,143,102,133,303,142,186,114
Iso_3_2211,708,553,585,698,714,483,666,726,753,812
Iso_3_2212,31,9,3,1,40,18,35,56,84,4
Iso_3_2213,243,211,226,246,161,218,202,197,170,156
Iso_3_2214,33,25,11,2,14,20,8,16,7,19
Iso_3_2215,264,348,339,384,370,477,262,407,457,329
Iso_3_2216,158,117,253,277,165,271,108,166,273,181
Iso_3_2217,526,287,400,487,594,300,472,528,415,346
Iso_3_2218,444,821,565,513,342,401,558,742,310,215
Iso_3_2219,10,2,2,4,2,4,5,9,8,3
Iso_3_2220,19,8,56,19,26,24,27,30,12,26
Iso_3_2221,185,156,89,123,108,138,95,145,75,90
Iso_3_2222,36,178,38,54,84,83,64,402,138,32
Iso_3_2223,17,27,17,11,4,20,18,5,22,6
Iso_3_2224,4,5,117,122,6,20,29,13,20,21
Iso_3_2225,73,97,54,89,50,98,82,80,77,81
Iso_3_2226,33,84,90,61,87,120,60,112,71,50
Iso_3_2227,11,205,82,166,140,81,0,14,64,46
Iso_3_2228,222,158,96,186,225,156,203,249,499,161
Iso_3_2229,2,1,3,0,0,2,3,3,2,1
Iso_3_2230,47,112,157,65,227,132,114,16,146,33
Iso_3_2231,405,580,364,248,473,320,563,434,581,776
Iso_3_2232,192,280,207,245,147,173,145,182,73,96
Iso_3_2233,161,79,211,124,173,103,23,340,96,42
Iso_3_2234,109,75,28,24,35,25,56,25,250,40
Iso_3_2235,1,3,2,3,1,4,5,2,2,1
Iso_3_2236,43,18,6,35,33,44,31,22,19,26
Iso_3_2237,18,13,16,28,18,32,9,11,11,36
Iso_3_2238,1,2,0,5,0,1,7,1,6,1
Iso_3_2239,140,104,95,94,207,100,87,90,101,133
Iso_3_2240,118,134,64,71,132,59,139,57,80,66
Iso_3_2241,33,21,37,14,6,17,23,15,25,39
Iso_3_2242,40,58,78,118,53,64,90,37,53,65
Iso_3_2243,225,153,187,205,180,233,248,119,247,166
Iso_3_2244,1,1,0,5,2,1,3,3,4,4
Iso_3_2245,5,0,9,3,8,4,4,4,5,11
Iso_3_2246,3,4,8,6,1,1,5,1,4,3
Iso_3_2247,7,12,18,9,6,5,62,36,43,58
Iso_3_2248,15,8,4,3,13,5,25,5,7,6
Iso_3_2249,138,138,96,149,133,141,111,110,146,155
Iso_3_2250,2,4,5,16,4,16,6,2,2,5
Iso_3_2251,501,571,385,268,385,543,453,502,299,456
Iso_3_2252,434,501,582,485,500,418,395,365,461,383
Iso_3_2253,88,66,72,79,76,58,68,90,73,86
Iso_3_2254,7,1,3,2,3,3,6,3,2,13
Iso_3_2255,232,329,444,416,329,500,530,521,434,596
Iso_3_2256,102,66,64,78,112,106,83,122,90,114
Iso_3_2257,46,47,40,48,50,38,73,52,57,48
Iso_3_2258,4,16,6,7,4,3,6,13,2,2
Iso_3_2259,566,495,380,396,334,549,229,376,459,538
Iso_3_2260,160,200,173,162,264,308,353,196,235,186
Iso_3_2261,76,98,107,219,125,129,150,164,173,152
Iso_3_2262,15,14,26,7,2,13,22,11,11,14
Iso_3_2263,124,56,255,125,170,68,77,90,246,98
Iso_3_2264,73,228,142,388,125,73,129,307,141,79
Iso_3_2265,64,54,45,66,76,33,69,79,76,51
Iso_3_2266,110,119,95,25,100,304,49,74,110,24
Iso_3_2267,196,222,310,178,245,258,336,299,199,233
Iso_3_2268,161,260,133,175,256,196,254,158,216,158
Iso_3_2269,1,10,5,0,3,1,1,3,5,15
Iso_3_2270,21,21,27,26,12,44,20,25,36,42
Iso_3_2271,64,116,124,99,147,95,191,91,21,85
Iso_3_2272,325,433,333,458,435,288,409,271,304,393
Iso_3_2273,188,161,146,233,129,146,225,126,178,191
Iso_3_2274,50,53,135,41,85,88,30,48,17,39
Iso_3_2275,334,469,639,237,159,334,234,464,498,450
Iso_3_2276,1,1,1,0,3,0,1,0,1,1
Iso_3_2277,109,184,39,92,56,77,214,71,94,24
Iso_3_2278,199,375,259,358,280,241,188,206,171,208
Iso_3_2279,77,77,93,31,107,43,50,64,97,52
Iso_3_2280,6,11,13,23,9,13,4,8,14,11
Iso_3_2281,27,4,19,16,2,24,4,6,25,28
Iso_3_2282,285,102,296,404,404,150,222,670,444,795
Iso_3_2283,0,1,0,0,15,10,6,4,6,1
Iso_3_2284,245,329,455,451,247,209,139,194,370,328
Iso_3_2285,164,99,73,41,147,183,280,48,321,296
Iso_3_2286,199,145,222,414,139,96,183,342,351,102
Iso_3_2287,166,164,118,125,125,141,88,85,142,111
Iso_3_2288,251,97,260,280,296,241,117,70,75,191
Iso_3_2289,173,9,134,20,106,272,40,34,74,90
Iso_3_2290,386,166,419,151,230,381,237,385,475,324
Iso_3_2291,243,191,148,219,152,206,165,191,216,182
Iso_3_2292,78,165,263,256,78,206,177,187,108,152
Iso_3_2293,59,75,155,78,126,67,113,204,153,97
Iso_3_2294,65,32,45,46,43,31,62,29,52,106
Iso_3_2295,195,46,197,264,85,102,209,122,203,245
Iso_3_2296,5,11,36,28,10,13,9,12,23,34
Iso_3_2297,60,66,95,96,61,85,90,88,62,100
Iso_3_2298,78,68,114,43,80,48,69,57,113,122
Iso_3_2299,534,847,865,732,833,555,506,606,682,640
Iso_3_2300,20,23,5,12,7,11,11,20,10,16
Iso_3_2301,42,29,42,418,18,137,315,18,18,163
Iso_3_2302,41,78,145,25,62,59,16,56,55,64
Iso_3_2303,258,368,23,181,75,102,262,235,87,58
Iso_3_2304,10,22,13,11,22,15,13,13,7,14
Iso_3_2305,93,113,92,91,197,125,108,128,89,113
Iso_3_2306,252,332,237,247,226,302,340,330,316,336
Iso_3_2307,727,796,1184,850,1031,873,464,942,365,940
Iso_3_2308,629,597,918,761,983,693,1430,644,809,992
Iso_3_2309,7,7,1,2,7,8,21,12,17,2
Iso_3_2310,440,579,443,448,542,520,321,483,770,441
Iso_3_2311,16,14,7,28,8,5,10,20,11,21
Iso_3_2312,54,35,131,145,140,72,91,80,91,48
Iso_3_2313,56,42,31,43,11,71,26,21,21,29
Iso_3_2314,229,132,191,132,219,165,86,155,108,260
Iso_3_2315,17,7,28,21,49,15,41,22,33,46
Iso_3_2316,43,121,27,94,97,174,108,69,157,58
Iso_3_2317,70,36,55,99,101,27,49,59,61,114
Iso_3_2318,0,0,1,3,1,0,1,0,1,0
Iso_3_2319,501,328,448,267,399,475,372,583,293,267
Iso_3_2320,29,78,59,34,22,18,80,65,19,51
Iso_3_2321,29,32,33,34,57,27,40,40,27,39
Iso_3_2322,415,180,138,175,84,140,137,154,136,100
Iso_3_2323,96,78,98,138,86,145,69,89,156,101
Iso_3_2324,132,148,116,88,129,59,101,116,208,182
Iso_3_2325,172,112,167,117,171,189,124,130,106,147
Iso_3_2326,129,135,216,334,317,303,222,476,150,110
Iso_3_2327,103,98,72,84,85,73,78,57,34,50
Iso_3_2328,10,24,24,5,12,9,33,30,21,13
Iso_3_2329,13,15,5,9,7,16,3,8,10,16
Iso_3_2330,87,52,50,94,90,76,67,61,50,30
Iso_3_2331,8,15,14,10,22,6,20,9,3,8
Iso_3_2332,213,141,470,300,214,298,452,314,409,210
Iso_3_2333,357,118,373,222,295,447,310,235,256,422
Iso_3_2334,123,118,90,98,82,70,63,91,90,60
Iso_3_2335,1091,1042,967,694,1622,1011,705,403,979,738
Iso_3_2336,150,196,140,170,202,123,217,228,175,131
Iso_3_2337,1,0,0,0,3,2,1,0,0,0
Iso_3_2338,2,2,1,1,1,0,1,0,2,0
Iso_3_2339,536,556,1084,701,795,285,499,799,897,763
Iso_3_2340,91,42,53,158,131,55,149,11,72,95
Iso_3_2341,12,44,57,17,39,45,60,105,27,103
Iso_3_2342,138,159,319,288,209,320,280,242,236,220
Iso_3_2343,22,25,30,48,41,23,51,44,40,27
Iso_3_2344,14,16,20,35,8,17,20,14,13,5
Iso_3_2345,10,15,14,10,18,11,13,15,12,11
Iso_3_2346,24,28,8,19,21,13,15,27,12,21
Iso_3_2347,267,231,238,287,311,219,221,162,192,337
Iso_3_2348,1993,998,4204,609,9361,2004,3904,2966,4949,3923
Iso_3_2349,345,464,259,289,313,132,370,222,314,161
Iso_3_2350,4,3,1,3,2,3,3,1,2,2
Iso_3_2351,449,314,460,366,220,255,388,346,255,377
Iso_3_2352,23,14,5,8,14,13,8,16,20,11
Iso_3_2353,568,558,422,749,309,784,249,481,486,538
Iso_3_2354,3,6,1,2,3,4,1,4,3,3
Iso_3_2355,4,3,1,1,2,2,0,4,2,8
Iso_3_2356,268,361,292,233,376,262,401,412,343,308
Iso_3_2357,143,266,93,30,161,146,181,435,94,159
Iso_3_2358,543,206,396,447,345,421,464,289,358,534
Iso_3_2359,171,163,93,147,118,146,97,134,153,136
Iso_3_2360,190,376,218,327,570,229,365,409,201,263
Iso_3_2361,597,433,320,397,511,874,339,453,412,534
Iso_3_2362,55,9,85,89,20,48,10,66,48,50
Iso_3_2363,24,5,16,30,29,23,21,29,14,48
Iso_3_2364,116,109,117,122,101,78,100,141,82,99
Iso_3_2365,233,130,261,257,400,205,120,211,201,185
Iso_3_2366,293,215,174,170,169,135,174,187,163,229
Iso_3_2367,65,40,105,79,32,114,163,93,43,71
Iso_3_2368,77,79,84,95,115,123,145,144,118,90
Iso_3_2369,126034,141579,109159,90898,136701,153050,150256,182043,114282,207677
Iso_3_2370,166,183,150,434,487,343,201,253,588,266
Iso_3_2371,73,95,123,122,78,92,139,89,229,164
Iso_3_2372,624,707,594,521,453,340,861,722,586,524
Iso_3_2373,161,204,241,180,213,208,223,198,282,291
Iso_3_2374,5,11,7,8,14,23,4,11,11,2
Iso_3_2375,5,9,7,9,8,4,6,14,20,6
Iso_3_2376,3,7,10,17,7,1,2,1,5,6
Iso_3_2377,27,41,98,29,29,43,36,28,81,51
Iso_3_2378,10,21,20,25,36,25,29,18,22,24
Iso_3_2379,325,333,385,295,411,291,233,343,248,353
Iso_3_2380,81,128,131,128,109,106,178,161,131,81
Iso_3_2381,4,10,10,11,9,7,11,9,12,7
Iso_3_2382,253,243,253,162,219,269,277,373,247,328
Iso_3_2383,63,34,36,17,86,7,2,53,1,177
Iso_3_2384,348,164,830,262,133,286,557,723,636,1005
Iso_3_2385,97,94,112,96,97,116,52,82,79,132
Iso_3_2386,195,164,180,445,265,358,266,237,457,359
Iso_3_2387,193,10,51,108,10,64,150,21,47,10
Iso_3_2388,64,40,52,38,47,59,68,62,71,62
Iso_3_2389,17,42,38,45,47,27,49,27,20,33
Iso_3_2390,114,14,21,56,68,45,19,109,39,21
Iso_3_2391,192,130,269,288,265,262,189,512,196,371
Iso_3_2392,104,103,143,99,179,158,96,185,158,89
Iso_3_2393,11,28,1,19,13,28,7,16,5,18
Iso_3_2394,181,310,123,154,222,158,273,152,183,311
Iso_3_2395,399,366,407,369,268,554,463,787,376,335
Iso_3_2396,886,666,666,680,791,887,653,715,979,616
Iso_3_2397,49,55,52,19,19,32,57,36,76,63
Iso_3_2398,454,448,266,249,410,175,231,271,174,149
Iso_3_2399,76,130,58,143,58,92,71,93,88,151
Iso_3_2400,5,4,60,13,15,20,48,3,7,4
Iso_3_2401,433,338,364,363,378,476,422,340,319,246
Iso_3_2402,8,1,12,5,2,11,7,0,5,2
Iso_3_2403,22,38,47,71,93,68,44,34,59,17
Iso_3_2404,76,44,244,150,48,90,137,661,78,282
Iso_3_2405,75,91,110,80,84,96,114,43,76,54
Iso_3_2406,856,461,284,311,234,930,247,452,300,326
Iso_3_2407,144,64,107,28,128,127,202,45,95,170
Iso_3_2408,128,73,21,292,135,85,87,142,16,101
Iso_3_2409,191,270,179,267,284,152,204,218,222,205
Iso_3_2410,3,7,2,2,4,1,2,5,4,7
Iso_3_2411,71,49,49,26,60,41,62,63,121,77
Iso_3_2412,677,586,505,473,529,545,469,416,349,427
Iso_3_2413,81,106,35,38,29,82,14,30,60,160
Iso_3_2414,676,350,370,906,396,482,785,214,496,367
Iso_3_2415,284,166,490,490,312,245,513,522,515,266
Iso_3_2416,43,119,59,33,36,81,60,55,39,46
Iso_3_2417,64,98,138,443,36,108,239,419,276,147
Iso_3_2418,38,13,19,3,68,22,5,40,20,38
Iso_3_2419,60,66,81,75,129,108,87,56,45,57
Iso_3_2420,210,281,189,208,269,276,182,204,169,272
Iso_3_2421,8,1,4,5,5,2,4,3,6,0
Iso_3_2422,20,4,7,0,19,35,9,27,18,31
Iso_3_2423,14,19,8,36,13,7,9,38,14,14
Iso_3_2424,186,195,231,291,195,261,217,118,242,176
Iso_3_2425,1901,1887,1803,1402,1459,2079,1509,1883,1488,2216
Iso_3_2426,59,6,28,6,16,20,8,5,12,10
Iso_3_2427,53,62,49,55,71,62,46,69,33,49
Iso_3_2428,67,36,36,55,42,68,37,125,85,32
Iso_3_2429,1,4,2,4,3,5,0,1,4,2
Iso_3_2430,153,189,368,394,188,99,178,113,173,186
Iso_3_2431,65,82,59,67,48,65,48,26,55,64
Iso_3_2432,144,230,168,134,160,212,191,159,164,98
Iso_3_2433,177,157,220,193,221,133,140,192,210,215
Iso_3_2434,46,148,54,191,184,119,144,140,37,74
Iso_3_2435,348,434,382,476,386,453,420,488,421,409
Iso_3_2436,188,245,256,230,210,208,208,234,248,287
Iso_3_2437,189,185,184,244,127,322,324,215,360,233
Iso_3_2438,62,68,84,88,74,82,84,100,70,50
Iso_3_2439,543,692,435,293,228,290,499,757,392,373
Iso_3_2440,68,49,3,37,59,28,24,14,12,51
Iso_3_2441,198,122,159,198,199,259,232,201,196,187
Iso_3_2442,65,40,111,67,77,80,54,62,61,62
Iso_3_2443,4,1,6,6,2,4,5,4,0,6
Iso_3_2444,1277,939,834,1006,1149,1105,1212,1599,1416,1101
Iso_3_2445,7,1,0,2,1,4,1,0,2,7
Iso_3_2446,6,7,7,1,1,0,5,1,8,30
Iso_3_2447,4,3,6,7,3,18,5,3,8,6
Iso_3_2448,8,10,7,8,9,15,9,3,10,14
Iso_3_2449,138,84,84,121,260,51,55,19,66,41
Iso_3_2450,9,17,6,4,23,9,16,15,0,38
Iso_3_2451,625,462,415,351,523,791,501,513,969,517
Iso_3_2452,2306,3035,1361,1560,2018,3617,2711,3196,2105,1329
Iso_3_2453,343,221,249,236,314,263,427,485,433,324
Iso_3_2454,45,77,71,62,53,61,57,80,42,66
Iso_3_2455,1010,1169,237,226,535,1242,408,134,1117,155
Iso_3_2456,228,375,307,158,171,223,203,309,159,243
Iso_3_2457,67,45,118,103,108,32,42,46,36,84
Iso_3_2458,23,42,18,31,17,22,32,55,22,39
Iso_3_2459,137,169,294,256,240,193,189,189,305,305
Iso_3_2460,9,36,24,7,17,8,36,10,25,39
Iso_3_2461,10,1,6,8,7,4,2,9,3,1
Iso_3_2462,223,165,230,350,217,234,195,183,175,110
Iso_3_2463,17,26,24,5,39,12,28,23,12,21
Iso_3_2464,25,12,18,30,10,15,13,21,12,21
Iso_3_2465,47,75,60,48,33,77,57,135,104,40
Iso_3_2466,70,78,106,64,82,56,55,80,79,60
Iso_3_2467,97,59,147,99,71,121,64,76,56,81
Iso_3_2468,76,104,66,49,84,78,61,111,53,68
Iso_3_2469,446,130,913,405,181,282,58,82,15,242
Iso_3_2470,346,557,1286,699,823,292,692,1213,1018,249
Iso_3_2471,341,350,492,198,411,279,183,519,178,237
Iso_3_2472,3,16,26,23,16,9,78,38,73,69
Iso_3_2473,5,2,4,4,8,5,14,4,1,1
Iso_3_2474,10,7,6,14,5,17,8,7,11,5
Iso_3_2475,45,99,54,58,54,66,77,49,62,23
Iso_3_2476,582,818,486,656,746,686,596,589,707,878
Iso_3_2477,246,338,219,154,248,351,308,184,126,398
Iso_3_2478,129,11,382,128,1016,347,307,294,85,152
Iso_3_2479,443,276,281,400,278,311,166,329,347,373
Iso_3_2480,82,330,188,751,430,141,150,33,260,525
Iso_3_2481,125,79,189,112,76,130,114,107,184,179
Iso_3_2482,1851,2059,2840,2147,2594,1954,1574,1784,1695,2516
Iso_3_2483,20,51,44,50,46,33,35,35,47,37
Iso_3_2484,85,110,76,82,135,59,88,84,73,60
Iso_3_2485,262,477,518,455,475,313,447,601,854,538
Iso_3_2486,24,36,92,26,76,10,40,131,78,69
Iso_3_2487,320,265,106,141,434,277,286,149,177,210
Iso_3_2488,31,47,54,44,41,45,93,37,39,49
Iso_3_2489,0,2,1,1,1,1,2,0,2,0
Iso_3_2490,161,172,148,218,209,243,231,199,276,273
Iso_3_2491,243,357,399,258,349,193,274,181,377,419
Iso_3_2492,487,411,454,299,451,333,408,478,446,284
Iso_3_2493,32,29,9,15,11,8,34,27,11,12
Iso_3_2494,95,97,87,80,47,132,163,45,145,39
Iso_3_2495,2,6,7,4,2,11,3,2,8,10
Iso_3_2496,23,85,50,163,104,94,67,161,25,119
Iso_3_2497,56,22,66,54,61,175,80,115,38,111
Iso_3_2498,4,12,36,22,14,12,10,16,15,33
Iso_3_2499,421,406,403,520,480,371,409,368,347,403
Iso_3_2500,73,137,96,69,49,20,109,293,161,74
Iso_3_2501,75,58,84,81,71,96,81,101,79,86
Iso_3_2502,308,268,320,293,244,389,304,482,358,163
Iso_3_2503,165,186,151,151,137,114,166,170,130,111
Iso_3_2504,80,108,82,87,56,79,67,55,75,90
Iso_3_2505,163,105,184,126,142,138,106,117,138,138
Iso_3_2506,82,53,63,71,112,26,60,14,136,67
Iso_3_2507,387,463,380,391,318,235,278,312,249,343
Iso_3_2508,5,6,2,1,1,0,13,5,0,4
Iso_3_2509,549,498,377,343,426,276,435,411,276,326
Iso_3_2510,77,68,96,68,158,77,87,75,117,86
Iso_3_2511,21,30,23,51,50,93,33,32,41,52
Iso_3_2512,9,2,15,0,10,17,5,0,19,6
Iso_3_2513,559,154,644,194,645,619,868,604,676,1124
Iso_3_2514,382,689,511,669,492,547,617,591,546,538
Iso_3_2515,30,15,27,38,25,51,65,43,42,65
Iso_3_2516,166,223,191,278,259,336,254,185,172,303
Iso_3_2517,2344,967,1777,1303,1563,1569,1746,2264,2083,1715
Iso_3_2518,140,326,131,245,80,76,180,187,140,153
Iso_3_2519,204,214,249,172,208,212,148,170,193,187
Iso_3_2520,8,10,1,7,5,5,6,5,6,8
Iso_3_2521,33,42,28,37,27,27,31,63,50,25
Iso_3_2522,20,8,13,30,7,12,9,23,12,14
Iso_3_2523,4,5,6,4,10,2,5,2,2,4
Iso_3_2524,2,0,2,4,2,5,5,2,3,5
Iso_3_2525,406,319,411,394,947,645,460,437,517,480
Iso_3_2526,89,79,66,60,128,82,19,177,38,81
Iso_3_2527,614,508,823,273,535,404,638,619,608,655
Iso_3_2528,234,261,348,556,361,183,301,416,509,344
Iso_3_2529,188,168,144,215,205,166,187,140,234,128
Iso_3_2530,261,165,87,184,275,118,527,255,155,197
Iso_3_2531,319,452,445,362,386,505,464,230,379,406
Iso_3_2532,0,1,1,3,2,1,2,0,0,0
Iso_3_2533,554,574,376,552,360,408,525,646,534,746
Iso_3_2534,8,10,4,10,7,11,8,5,8,15
Iso_3_2535,85,60,60,41,69,125,30,104,17,195
Iso_3_2536,628,353,205,95,405,496,350,207,480,420
Iso_3_2537,113,9,126,151,53,24,25,238,42,216
Iso_3_2538,2,6,18,13,7,5,42,62,6,13
Iso_3_2539,190,195,308,107,162,131,141,91,159,211
Iso_3_2540,74,29,220,96,51,101,22,295,19,462
Iso_3_2541,1,5,5,0,0,3,1,3,1,0
Iso_3_2542,0,1,1,2,0,0,0,0,0,1
Iso_3_2543,81,15,36,26,73,10,32,39,92,51
Iso_3_2544,33,91,107,170,140,87,35,140,165,90
Iso_3_2545,5,30,7,0,0,3,7,3,2,0
Iso_3_2546,183,260,338,298,328,425,355,302,326,194
Iso_3_2547,12,3,5,10,7,8,10,27,11,19
Iso_3_2548,262,39,35,17,113,73,140,99,66,85
